dimension,category,study_count,study_denominator,study_fraction,label_assignment_denominator,assignment_fraction
generation_metric,Coverage Efficiency,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage Gain across Queries,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage Improvement,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage-increasing Function Proportion,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage-per-input,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage-set Similarity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage-versus-executions,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Coverage-versus-suite-size,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Covered-edge Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Defect Yield,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Dependency Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Descriptive-name Presence,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Developer Acknowledgment,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Developer-reported Effort Reduction,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Diff-touching Test Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Differential-input Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Discrimination Reward,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Distinct Input Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Docstring Presence,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Elo,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Empty Output Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Error Rate/Distribution,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Exception Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Exception-type Match,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Executability (case-level binary),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Failure/Repair Proportions,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,False Acceptance Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,False Alarm Rate (invalid/executable),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,False Discovery Proportion,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,False-positive Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Fault Detection Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Fault Triggering Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Fault-detected Program Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Fault-triggering Success Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Files-with-Assertions Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,First-attempt Success Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Fitness Score,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Flakiness Indicators,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Focal-call Success Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Focal-method Testing Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Gain Inflation,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Generated-statement Parseability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Generation Diversity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Generation Failure Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Generation Iterations,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Grade Agreement,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Grading Accuracy,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Hallucinated Classes,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Hard-to-cover Branch Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,High-coverage Class Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Historical-fault Detection,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Historical-revert Detection,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Human Task Accuracy,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Human Task Correctness,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Inference Steps,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Input-output Novelty,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,LLM-judged Pairwise Win Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,LLM-voter Agreement,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Line Acceptance Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Line Edit Distance,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Maintainability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Meaningless Test Case Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Metamorphic Consistency,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Misguided Test Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Missed-statement Overlap Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Mock Usage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Modified Condition Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Monetary Cost (evidence unresolved),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Mutant-set Similarity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Mutation@Pass Score,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Mutator Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,NDCG,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Non-trivial Assertion/Test Proportion,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Oracle Type Distribution,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Output Parsing/Completeness,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Output Token Length,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Pair-wise Fix Precision,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Parameter Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Parameter Diversity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Pareto Quality,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Pass-without-focal-call Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Passed-test Branch Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Passed-test Line Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Passing Test Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Passing Test Result (unit disputed),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Path-following Accuracy,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Per-target Win Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Per-test Efficiency,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Perceived Assertion Quality,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Perceived Correctness,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Perceived Usability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Plateau Length,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Prediction Error,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Program-input Execution Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Program-without-successful-suite Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Qualitative Readability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,ROUGE,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Referability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Reference Availability,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Region Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Rejected Test/Suite Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Reported/Fixed Inconsistency Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Resolve-loop Iterations,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Retained Test Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Runnable Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Runtime Error Decline Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Scenario Diversity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Semantic Validity Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Sequence Score,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Solved-instance Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Specificity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Stated Adoption Willingness,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Static Edge-case Diversity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Success-by-iteration Distribution,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Success-versus-attempts,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Summed Evaluation Time,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Target-line Accuracy (motivating example),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Target-reaching Success,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Target-reaching Task Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Target-throw Coverage Overlap,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Task Detection Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Budget,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Complexity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Count (worked example),1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Defect Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Execution Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Failure Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Quality Rating,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Scoring/Reward Evaluation Time,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Size,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test Toxicity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Test-quality Triage False Discovery Proportion,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Testing-pattern Distribution,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Throughput,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Throw-statement Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Time-per-valid-input,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Token Edit Distance,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Token-weighted Cost,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Unique Covered Branch Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Unique Method Coverage,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Uniquely Contributing Test Proportion,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Unit-test Fidelity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Unknown Assertion Pattern Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Useful-test Ratio,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,User Confidence,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Assertion Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Input Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Program Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Suite Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Target/Instance Count,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid Test Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid-target/instance Yield,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Valid-test Yield,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Variable Diversity,1,144,0.006944444444444444,1019,0.0009813542688910696
generation_metric,Win Rate,1,144,0.006944444444444444,1019,0.0009813542688910696
code_availability,Verified implementation or experimental code,159,228,0.6973684210526315,228,0.6973684210526315
code_availability,Accessible author code not verified,53,228,0.2324561403508772,228,0.2324561403508772
code_availability,Partial implementation or auxiliary code,12,228,0.05263157894736842,228,0.05263157894736842
code_availability,Code claimed by authors; accessibility unverified,4,228,0.017543859649122806,228,0.017543859649122806
model_family,Claude,24,228,0.10526315789473684,52,0.46153846153846156
model_family,Gemini,16,228,0.07017543859649122,52,0.3076923076923077
model_family,Gemma,6,228,0.02631578947368421,52,0.11538461538461539
model_family,Phi,6,228,0.02631578947368421,52,0.11538461538461539
